Gene,ALL1,ALL2
L04483_s_at,20649,19962
L05072_s_at,1125,649
L12760_s_at,44,48
M26665_at,-7,-31
M26665_s_at,455,104
L05624_s_at,-98,-96
L05628_s_at,156,372
Z94753_s_at,168,70
U50360_s_at,2,151
Z31560_s_at,381,205
M88461_s_at,21,59
U06643_s_at,-62,-473
U51003_s_at,-814,-490
L08044_s_at,-128,258
S57212_s_at,3198,392
L09209_s_at,1284,540
L10333_s_at,192,110
L10338_s_at,715,484
X70940_s_at,1480,1098
M30607_s_at,56,119
X13766_s_at,-98,-508
L10615_s_at,2033,887
L10955_cds1_s_at,-170,20
U89922_s_at,10628,5003
L15189_s_at,562,548
L11238_s_at,106,64
L11244_s_at,16,-230
L11701_s_at,187,72
U40002_s_at,-1274,-1165
U37055_rna1_s_at,94,-130
U67932_s_at,213,382
L12060_s_at,119,78
L12711_s_at,1893,2157
U03397_s_at,105,137
X65727_cds2_s_at,41,129
L13939_s_at,1869,1225
X68285_s_at,-85,3
X69886_s_at,-76,-88
L14848_s_at,-13,0
L15296_s_at,-58,209
U58837_s_at,-198,-189
X67235_s_at,771,315
L17075_s_at,-74,57
L17418_cds2_s_at,-170,-12
U33838_at,-1,47
U33838_s_at,312,239
Z22951_rna1_s_at,1074,1332
U23430_s_at,259,242
M67468_s_at,145,72
L19493_s_at,639,409
U11875_s_at,310,140
X64624_s_at,730,131
L20469_s_at,96,-287
U59632_s_at,293,381
S75213_s_at,946,956
U18088_s_at,-127,-66
X63575_s_at,82,28
U24389_s_at,-146,-153
U02683_s_at,112,126
U18383_s_at,-95,-80
L22524_s_at,-59,21
L23333_s_at,776,837
M27394_s_at,245,-23
M60974_s_at,441,1161
L24774_s_at,242,234
L25286_s_at,38,6
M89470_s_at,295,-105
U45255_s_at,-127,-392
L25931_s_at,1005,535
U35005_s_at,357,303
S69265_s_at,852,436
L27213_s_at,-1256,-784
M62782_s_at,-524,-329
L27559_s_at,-8,-17
L27584_s_at,-944,-728
X69962_s_at,110,40
L29306_s_at,12,11
M96995_s_at,1187,1197
S77893_s_at,-227,-257
L32831_s_at,1250,1261
S75578_s_at,434,272
U80226_s_at,571,227
L33262_s_at,-169,-46
L34363_s_at,9,-6
L35249_s_at,295,320
L35253_s_at,300,86
L46720_s_at,563,203
U19495_s_at,48,-25
X95097_rna1_s_at,83,64
X95425_s_at,-80,-87
U17743_s_at,132,83
L37036_s_at,167,65
X94628_rna1_s_at,-304,-494
L37360_s_at,442,569
M34458_rna1_s_at,329,106
L37868_s_at,-302,-305
L38490_s_at,537,520
U15637_s_at,582,504
U32986_s_at,1389,586
L40384_s_at,-205,-204
L40386_s_at,-59,1342
U61734_s_at,671,1041
U43185_s_at,398,594
M97347_s_at,-4,87
L49209_s_at,175,76
L42374_s_at,212,271
L43575_s_at,615,549
L43579_at,313,242
L43579_s_at,932,710
L44140_cds4_s_at,-3,-342
U28749_s_at,27,24
X92518_s_at,1204,1013
L47125_s_at,175,106
Z37987_s_at,-43,0
L47276_s_at,740,69
Y08765_s_at,571,1131
Y08766_s_at,290,972
U37546_s_at,-51,79
U45878_s_at,672,700
L76528_s_at,-285,60
U48436_s_at,24,32
X95463_s_at,-173,-87
U31215_s_at,-82,-171
U31216_s_at,-157,-320
L77567_s_at,-346,-670
U64315_s_at,636,296
U64805_s_at,23,60
U72882_s_at,364,171
V00565_s_at,-141,-86
M10051_s_at,10,-25
M10321_s_at,-141,-110
M11025_s_at,204,155
X62891_s_at,-804,6747
M11313_s_at,184,4
X05855_at,-2735,-3177
X05855_s_at,2583,2590
X07438_s_at,245,80
X03363_s_at,-135,-3
X02875_s_at,266,171
M12963_s_at,59,-161
X83705_s_at,753,810
M12959_s_at,1372,1585
M13560_s_at,15446,6169
M13690_s_at,313,276
M13686_s_at,250,128
M13829_s_at,1491,1213
M34353_s_at,439,273
M13928_s_at,-24,-171
X04445_rna1_s_at,-555,-541
X81851_s_at,-326,-65
M13994_s_at,146,175
M60891_s_at,-407,-253
U59058_s_at,207,251
M14328_s_at,2700,6638
M16336_s_at,62,2066
M14483_rna1_s_at,18443,21084
X04602_s_at,-7,111
Y00081_s_at,6,41
M26708_s_at,13394,13249
X64072_s_at,196,2120
M15517_cds3_s_at,414,242
M27396_s_at,92,109
M16364_s_at,-805,-277
M16474_s_at,69,15
M36429_s_at,1016,491
M16591_s_at,454,56
M16652_at,1672,2134
M16652_s_at,-166,-122
M16707_rna1_at,-562,-631
M16707_rna1_s_at,317,-26
M16750_s_at,723,2916
M16938_s_at,501,384
M31423_s_at,-53,19
U08006_s_at,41,-25
M28130_rna1_s_at,292,2062
Y00787_s_at,333,5345
M17236_at,-195,132
M17236_s_at,-152,-57
M26856_s_at,-540,-607
M17254_s_at,443,-81
Y00414_s_at,474,527
M18255_cds2_s_at,1486,743
M18391_s_at,52,126
Z19554_s_at,15009,13566
Y00083_s_at,14,-36
X54667_at,-37,-143
X54667_s_at,1371,1107
M19267_s_at,22,44
M19309_s_at,49,-36
M19508_xpt3_s_at,795,833
M19878_at,-63,161
M19878_s_at,-197,42
M27783_s_at,-26,-166
M20203_s_at,-351,-432
X58298_s_at,-1,-121
M20642_s_at,17,-9
M20747_s_at,670,441
M20778_s_at,111,87
M26311_s_at,-113,4452
M84371_rna1_s_at,2911,575
M21142_cds2_s_at,11359,9343
M54914_s_at,10,38
M26692_s_at,63,286
Z20656_rna1_s_at,44,-31
M21665_s_at,15,36
M35851_s_at,-7,-20
M33772_s_at,17,-70
M26730_s_at,1675,2077
M22348_s_at,525,557
M23234_s_at,8,-48
M23323_s_at,2117,7691
Z68228_s_at,6315,1399
M23892_s_at,115,92
X95325_s_at,4383,2163
M24122_s_at,-62,-534
M55024_s_at,-174,-18
M24485_s_at,2657,3766
M24486_s_at,163,-89
M24736_s_at,48,83
M24748_cds2_s_at,40,-87
M24766_s_at,-699,-773
M54915_s_at,1975,5636
X12876_s_at,-205,8
X72632_s_at,501,269
U16799_s_at,-162,650
M31776_s_at,36,210
S66541_s_at,-646,-382
M26041_s_at,1514,958
Z80345_rna1_s_at,-31,-33
M26657_s_at,-504,-1070
M27093_s_at,7,7
M27504_s_at,635,165
M27533_s_at,2,-128
X60003_s_at,784,598
M28213_s_at,264,315
S72493_s_at,325,-489
M29277_at,1022,1279
M29277_s_at,-240,359
M28882_s_at,221,1391
U20734_s_at,436,3426
M29335_at,-606,-640
M29335_s_at,56,-137
Z47055_s_at,868,962
M29932_s_at,1154,794
M29994_s_at,513,279
M33493_s_at,176,-47
M31516_s_at,45,107
M30257_s_at,60,45
M30448_s_at,2705,4017
X57152_rna1_s_at,2464,2200
M30625_s_at,-258,-177
M30703_s_at,-1,-47
M74587_rna1_s_at,284,138
X97748_s_at,48,191
M31169_s_at,189,442
M31211_s_at,601,435
M31241_s_at,20,49
M65214_s_at,1853,1126
M33684_s_at,316,286
U05681_s_at,1300,1923
M31774_s_at,98,196
X68090_s_at,-124,-89
X51435_s_at,441,389
X54199_s_at,9,-3
M65292_s_at,56,31
M32879_at,845,-881
M32879_s_at,87,102
M58286_s_at,-64,-179
M86873_s_at,-141,-58
M34338_s_at,856,716
U22178_s_at,126,111
M34376_s_at,-164,-112
M35093_s_at,-1420,-1571
S37730_s_at,235,381
U50648_s_at,1532,1659
M36118_s_at,88,72
X13955_s_at,13,-43
M36284_s_at,522,346
M36542_s_at,995,828
X13810_s_at,553,167
M36653_s_at,-220,-380
Z38133_s_at,118,62
M57731_s_at,-181,350
X53800_s_at,93,100
M37238_s_at,1104,420
M37457_at,1521,1612
M37457_s_at,-413,183
M86383_s_at,-78,-10
M38449_s_at,716,1073
M55409_s_at,11154,8499
M86933_at,-25,-37
M86933_s_at,376,321
M55513_s_at,363,147
M60450_s_at,-89,-65
X54993_s_at,288,18
M55682_s_at,-23,-418
M55998_s_at,444,309
M57466_s_at,5204,467
U16720_rna1_s_at,203,246
M57703_s_at,142,87
M65134_s_at,87,31
X13461_s_at,1032,497
M58525_s_at,488,1157
M59216_s_at,25,129
X52282_s_at,12,18
M60284_s_at,1324,1338
M60483_rna1_s_at,390,108
X69950_s_at,-441,275
M60784_s_at,1025,1144
S81661_s_at,28,58
M61826_s_at,470,60
M61832_s_at,934,774
X65962_s_at,797,472
S82362_s_at,-24,-82
M62403_s_at,508,168
S38742_s_at,17,182
M62628_s_at,163,125
X53595_s_at,66,55
M73746_s_at,-77,-14
M63438_s_at,5642,4858
M92843_s_at,1051,3298
M63838_s_at,1691,329
M64269_s_at,208,219
X51823_at,-840,-574
X51823_s_at,69,37
M81886_s_at,-280,-201
Z26491_s_at,982,1646
M68907_s_at,8,109
S67247_s_at,93,-87
M72885_rna1_s_at,-93,1718
M73239_s_at,-3,20
M74088_s_at,67,17
X63131_s_at,-26,-151
M74715_s_at,885,701
U04285_s_at,163,418
Z31690_s_at,304,291
M75715_s_at,216,265
M76732_s_at,-476,-581
X74929_s_at,-260,-380
M77348_rna1_s_at,-233,-150
X90824_s_at,736,1614
M77829_s_at,-416,-422
M80397_s_at,144,9
X62083_s_at,2363,3780
M81181_s_at,322,336
X58528_s_at,164,162
M81182_s_at,-13,27
M81695_s_at,695,812
M81778_s_at,-4,41
X80763_s_at,530,473
M83652_s_at,-70,364
X62534_s_at,1688,1642
M83667_rna1_s_at,-231,322
M83712_s_at,116,241
M84820_s_at,132,76
U84011_s_at,8,105
X15673_s_at,928,651
X62515_s_at,502,-102
M87507_s_at,-17,85
M91368_s_at,-460,-385
M91669_s_at,-12,107
X03794_s_at,120,25
S54005_s_at,8231,10026
U33202_s_at,-81,19
U33203_s_at,58,-30
S57132_s_at,554,416
X57348_s_at,5,-69
X56088_s_at,-26,-7
X75091_s_at,994,1096
M94172_s_at,344,437
Y10141_s_at,357,831
M95585_s_at,4,-46
X68985_s_at,421,84
S49592_s_at,815,952
M96738_s_at,-250,-290
M97796_s_at,860,2779
X14253_s_at,27,156
X60299_s_at,-28,157
X59303_s_at,620,164
M98399_s_at,54,209
S76978_s_at,-40,-5
S38953_s_at,150,382
X63741_s_at,-131,-21
X66142_s_at,957,794
X57809_at,349,70
X57809_s_at,4511,2861
S62028_s_at,-32,-42
S52969_cds1_s_at,685,553
X65784_s_at,717,834
S56151_s_at,1647,1105
S57153_s_at,-106,-60
U95019_s_at,60,79
U12387_s_at,186,175
S62904_s_at,-230,-234
S68134_s_at,3,-16
X86401_s_at,33,-10
S69272_s_at,483,452
S69370_s_at,-40,-61
X51362_s_at,583,371
S72024_s_at,778,187
S72503_s_at,1935,714
U24056_s_at,380,269
S73885_s_at,929,314
U31929_s_at,435,372
U15641_s_at,244,355
S75256_s_at,264,207
U33052_s_at,303,216
S75881_s_at,-236,-97
S76473_s_at,198,81
U05012_s_at,-226,-153
U20816_s_at,-277,-480
S76756_s_at,308,55
S77154_s_at,133,275
U00001_s_at,-74,57
S78798_s_at,-3,252
S78873_s_at,-38,101
S79219_s_at,905,338
S79873_s_at,332,193
S80437_s_at,284,652
X58199_s_at,463,400
S81243_s_at,349,461
S81264_s_at,433,298
S81737_s_at,-143,-131
S82471_s_at,-23,86
S82597_rna1_s_at,73,166
S83309_s_at,35,183
S83325_s_at,27,0
S83362_s_at,137,200
S83390_s_at,-531,-588
S83513_s_at,910,680
U22322_s_at,-42,-8
X04347_s_at,7952,8200
U00947_s_at,7544,9020
U12259_cds2_s_at,-560,-462
U02566_s_at,-303,-128
U04806_s_at,243,899
X73358_s_at,1550,4103
U06155_at,183,48
U06155_s_at,16627,13660
U08854_s_at,62,135
Z48314_s_at,24,-20
U29463_s_at,-86,180
U07969_s_at,321,153
U51010_s_at,-97,207
U08191_s_at,-385,-45
U09087_s_at,358,82
U18271_cds3_s_at,785,167
U09178_s_at,-63,285
U09510_s_at,595,1039
U09716_s_at,245,305
U72935_cds3_s_at,279,229
U09820_s_at,827,467
Z29066_s_at,45,41
U11717_s_at,-236,-208
U13913_s_at,-5,24
U28758_s_at,-11,-3
U11862_s_at,-266,-186
U27516_s_at,-50,165
U12424_s_at,14,-36
U29943_s_at,62,-51
U12707_s_at,1618,1309
X75346_s_at,202,577
U13021_s_at,-437,-205
U13696_s_at,-211,-224
U14577_s_at,-515,-367
U15642_s_at,307,153
U16120_s_at,53,-11
X91911_s_at,634,304
U16812_s_at,430,325
U16811_s_at,108,139
X84213_s_at,559,856
X74301_s_at,980,90
U18297_s_at,22,-81
U19147_s_at,127,83
U19252_s_at,287,218
U19557_s_at,271,126
U31973_s_at,54,-13
U20536_s_at,16,-87
U20759_s_at,-39,-84
U22314_s_at,-34,-35
U22431_s_at,401,871
U22970_rna1_s_at,-411,-240
X78416_s_at,114,54
U23435_s_at,123,171
U23852_s_at,785,5871
U24488_s_at,-839,-1018
U25034_s_at,766,727
U32499_s_at,-437,-315
U26173_s_at,352,667
U26266_s_at,289,288
U26312_s_at,508,545
U60206_s_at,30,-84
Z16411_s_at,47,330
U27333_at,-270,-386
U27333_s_at,-29,-66
U27326_s_at,319,148
U28488_s_at,35,-15
U75276_s_at,7,149
Z50115_s_at,399,497
U30827_s_at,1564,1467
U31201_cds2_s_at,-367,-195
U45328_s_at,1121,1193
U31903_s_at,1049,1079
U41068_cds2_s_at,895,813
U32674_s_at,-5,-80
U33448_s_at,-1814,-1466
U90065_s_at,-73,-168
U40271_s_at,-31,27
U43203_s_at,137,-6
X82850_s_at,-209,-252
U67092_at,-133,-17
U67092_s_at,2180,1475
X91196_s_at,212,31
X85116_rna1_s_at,162,169
U33936_s_at,227,363
U34070_s_at,-768,-374
X89986_s_at,-11,112
U40317_s_at,-294,-234
U35637_s_at,142,4
U35835_s_at,118,219
U41163_s_at,-724,-939
U36759_s_at,1152,1044
Z69030_s_at,870,513
X85137_s_at,479,259
U38227_s_at,-144,-146
Z47038_s_at,1056,1181
X81832_s_at,-884,-884
U40152_s_at,-19,26
U74382_s_at,-156,90
X93511_s_at,234,246
U40763_s_at,80,99
U40846_s_at,141,246
U76366_s_at,664,559
U41315_rna1_s_at,115,287
X76942_s_at,318,347
U41767_s_at,1057,785
X96506_s_at,1608,2062
U51333_s_at,774,180
U43189_s_at,295,364
U43747_s_at,161,22
U43916_s_at,-35,-25
U44799_s_at,93,26
U45448_s_at,1624,238
U46746_s_at,54,-137
X51698_s_at,-164,-873
U47686_s_at,273,290
U48865_s_at,-521,-420
U49020_cds2_s_at,683,121
Z49148_s_at,13947,17262
U49835_s_at,341,1439
U49957_s_at,-63,23
U50361_s_at,-46,1
U50527_s_at,96,83
U52077_s_at,83,179
X99374_s_at,-95,-37
X92493_s_at,181,142
U52696_s_at,5294,2533
U52828_s_at,155,126
Z54367_s_at,758,338
U54644_s_at,850,872
U66711_rna1_s_at,3036,3198
U56402_s_at,-73,7
U59877_s_at,-958,-429
U57623_s_at,561,383
U57971_s_at,297,349
X60787_s_at,-167,-217
U59831_rna1_s_at,405,287
U69140_s_at,78,65
U60808_s_at,-10,-43
U61276_s_at,233,219
U67122_s_at,857,1775
X99586_s_at,236,269
U61397_s_at,673,1297
U79261_s_at,95,-307
Y08417_s_at,2,26
U72263_s_at,90,224
U67368_s_at,110,108
U64573_s_at,49,51
U65416_rna1_s_at,945,460
X56687_s_at,232,377
X00437_s_at,153,12791
U66726_at,-857,-1081
U66726_s_at,29,42
Z70276_s_at,-51,5
U66828_s_at,717,593
U70064_s_at,570,443
U68105_s_at,5692,7041
Z48501_s_at,8418,11569
U68135_s_at,64,48
U68162_cds1_s_at,18,-18
U69126_s_at,490,759
U86755_s_at,9,-44
U70439_s_at,4531,4411
U71203_s_at,407,274
Y07565_s_at,92,-31
U72509_s_at,230,179
Y09943_s_at,-2563,-1747
U72936_s_at,514,329
U73167_cds2_s_at,-14,-215
U73477_s_at,338,1092
Y09392_s_at,56,233
U79528_s_at,1611,1369
U75309_s_at,-84,39
U76764_s_at,3586,3290
U79115_s_at,-260,87
U79667_s_at,-146,-196
X99897_s_at,-750,-581
U80987_s_at,-616,-482
Y10262_s_at,124,160
U82108_s_at,380,307
U83239_s_at,2876,1708
U83326_s_at,-7,-41
X99393_s_at,116,99
U83598_at,32,178
U83598_s_at,220,-44
U86759_s_at,666,391
U90543_at,-110,-349
U90543_s_at,458,383
U90552_at,-217,-174
U90552_s_at,876,589
Y07827_s_at,8,-29
U92314_s_at,-394,-686
U92457_s_at,-516,-1008
Y08265_s_at,594,612
X17644_s_at,-203,-9
X58822_rna1_s_at,-83,-296
X05839_rna1_s_at,-113,-59
X04470_s_at,-31,-289
X04706_s_at,-122,-208
Z11518_s_at,101,30
X06700_s_at,154,97
X12530_s_at,612,104
X07619_s_at,91,197
X65965_s_at,677,2566
X13100_s_at,106,-23
X14885_rna1_s_at,-76,-6
X52426_s_at,143,-632
X14690_s_at,78,-71
X15954_rna1_s_at,-494,-87
X15729_s_at,2840,3719
X16260_s_at,143,9
X16504_s_at,-610,-250
X16660_cds1_s_at,-1713,-1469
X70944_s_at,1002,1594
X56681_s_at,11038,18550
X60955_s_at,-172,-149
X53296_s_at,460,460
X61755_rna1_s_at,185,-223
X53390_s_at,907,984
X55037_s_at,700,977
Y00451_s_at,255,188
X58431_rna2_s_at,424,368
X59932_s_at,1976,1238
X60104_s_at,-577,-579
X63522_s_at,-293,16
X74874_rna1_s_at,786,1354
X83492_at,534,610
X83492_s_at,165,150
X83490_s_at,-66,30
X89101_s_at,637,328
X64877_at,133,158
X64877_s_at,-60,-23
X66276_s_at,288,253
X66894_s_at,760,659
X98337_s_at,-28,0
X69116_s_at,151,123
Z25521_s_at,1201,2302
X85781_s_at,195,37
X86428_s_at,-523,-535
X74987_s_at,63,50
X76223_s_at,-44,9252
X77567_s_at,-229,192
X79200_at,336,568
X79200_s_at,32,20
Z34974_s_at,-464,-206
X79683_s_at,126,66
X97267_rna1_s_at,2323,1238
X81836_s_at,20,-40
X82206_s_at,357,352
Z70218_s_at,155,25
X83301_s_at,-60,-100
X83535_s_at,-1820,-1720
X87871_s_at,-232,-243
Z49825_s_at,1125,1054
Z69043_s_at,2560,2083
X90846_at,706,544
X90846_s_at,-3365,-2731
X95240_s_at,-37,-8
X95632_s_at,212,111
X98178_s_at,119,215
X98534_s_at,1126,860
X99886_s_at,72,64
Y10514_s_at,82,21
Y10508_s_at,-108,-134
Z11899_s_at,611,448
Z35402_rna1_s_at,172,171
Z48519_s_at,112,106
AF000424_s_at,3156,5192
D83174_s_at,695,628
U46006_s_at,211,0
HG3546-HT3744_s_at,367,81
HG4677-HT5102_s_at,135,61
K02882_cds1_s_at,314,581
M36430_s_at,1250,1024
M95936_s_at,640,658
S82297_at,9712,9336
X89399_s_at,1912,5774
HG3996-HT4266_at,-1047,-607
M21305_at,831,27
M58460_at,-36,3
S77582_at,132,41
U33880_at,-51,-14
X14474_at,144,182
HG2147-HT2217_at,2901,2218
HG2147-HT2217_r_at,-13,-80
HG2171-HT2241_at,-1420,-1228
HG2171-HT2241_r_at,-1382,-1778
HG2239-HT2324_at,-878,-781
HG2239-HT2324_r_at,708,708
HG2365-HT2461_at,12,-175
HG3033-HT3194_at,-974,594
HG3033-HT3194_r_at,1326,1569
HG3115-HT3291_at,65,-5
HG3565-HT3768_at,-897,-1402
HG3565-HT3768_r_at,594,281
HG3731-HT4001_at,28,191
HG3731-HT4001_r_at,-151,22
HG3991-HT4261_at,-407,-708
HG3991-HT4261_r_at,2333,3957
HG4340-HT4610_at,-62,-56
HG4518-HT4921_at,-173,-136
HG4518-HT4921_r_at,334,294
HG4557-HT4962_at,317,658
HG4557-HT4962_r_at,217,304
L11672_at,8409,6711
L11672_r_at,5056,3888
M21388_at,-302,-130
M21388_r_at,6027,4025
M55422_at,629,298
M96132_at,-101,-123
U57341_at,203,499
U57341_r_at,6078,5383
U90546_at,327,58
U90546_r_at,351,144
X87344_cds10_at,378,45
X87344_cds10_r_at,931,240
X98482_at,-3,77
X98482_r_at,13665,16658
HG1067-HT1067_r_at,-1779,-1268
HG2566-HT4792_r_at,-1401,-3906
HG2702-HT2798_r_at,-4333,-5639
HG2887-HT3031_at,-19826,-17930
HG2887-HT3031_r_at,-926,-724
U34301_at,-411,-457
U34301_r_at,561,679
X94563_xpt2_r_at,559,279
Z46632_at,164,3
Z46632_r_at,-217,-173
AF001359_f_at,75,-146
HG1034-HT1034_f_at,-143,-130
HG2148-HT2218_f_at,340,417
HG3141-HT3317_f_at,160,-145
HG3236-HT3413_f_at,1109,1487
HG3576-HT3779_f_at,8421,1798
HG3597-HT3800_f_at,9017,6913
HG3635-HT3845_f_at,96,213
HG3729-HT3999_f_at,-45,-5
HG3921-HT4191_f_at,165,-232
HG4417-HT4687_f_at,-47,-57
HG688-HT688_f_at,5899,1898
J02982_f_at,456,276
J03801_f_at,921,4101
L05514_f_at,97,43
L49173_f_at,159,184
L49219_f_at,170,130
L49229_f_at,337,131
L76670_f_at,-351,-607
M19045_f_at,382,3606
M23575_f_at,171,76
S78693_f_at,25,45
X14008_rna1_f_at,557,2716
X59244_f_at,425,253
X97230_f_at,-112,-197
D16154_at,28,-21
D17793_at,12,-314
D38024_at,265,-38
D49728_at,293,1290
D87017_cds3_at,1122,1641
D90042_at,26,18
HG1980-HT2023_at,3793,1748
HG1996-HT2044_at,-235,-160
HG2149-HT2219_at,232,149
HG2160-HT2230_at,9,0
HG2600-HT2696_at,-690,-546
HG3491-HT3685_at,-56,-61
HG3513-HT3707_at,35,41
HG3636-HT3846_at,1236,1019
HG4108-HT4378_at,470,197
HG4109-HT4379_at,362,191
HG4115-HT4385_at,118,-242
HG4322-HT4592_at,97,2679
HG4593-HT4998_at,162,351
HG491-HT491_at,-121,59
HG881-HT881_at,369,292
J00146_at,173,-7
J00207_rna2_at,76,58
J00210_rna1_at,-7,-65
J00220_cds5_at,-37,-21
J03910_rna1_at,-110,-267
J05412_at,447,335
K03431_cds1_at,1229,875
L05187_at,711,1175
L08010_at,180,97
L13740_at,448,831
L14430_at,-23,-65
L20433_at,-196,-313
L32606_at,-499,-177
L34035_at,-107,-98
M10942_at,812,3515
M10943_at,220,86
M12125_at,354,557
M13485_at,389,230
M14306_at,51,37
M16714_at,137,106
M19888_at,70,-13
M21302_at,201,-423
M21539_at,415,210
M23263_at,208,234
M30838_at,873,377
M31523_at,1320,898
M31932_at,1588,1608
M32578_at,-457,-20
M35999_at,-43,0
M36072_at,12923,12948
M37075_at,36,101
M37981_at,-24,18
M38180_rna1_at,8,3
M55418_at,49,120
M55419_at,-11,-20
M60746_at,50,360
M60751_at,24,42
M61855_at,246,154
M68519_rna1_at,-279,-369
M77144_rna1_at,-13,-2
M81650_rna1_at,104,29
M90354_at,-106,-64
M92642_at,2797,2188
M93311_at,39,47
M99435_at,-133,32
M99436_at,-68,-186
M99438_at,-296,211
M99439_at,959,316
S68287_at,-96,-72
S72043_rna1_at,-30,-149
S73840_at,173,110
S74720_at,-107,-57
S78774_at,-268,-149
U00928_at,55,-47
U01317_cds4_at,119,44
U02388_at,-138,-65
U03858_at,129,731
U05861_at,44,-196
U12140_at,210,143
U19765_at,159,458
U21556_at,-20,-154
U24153_at,-59,-214
U24683_at,-213,85
U24685_at,123,325
U25975_at,594,440
U27460_at,738,2200
U28014_at,199,527
U28015_at,-43,32
U40279_at,-50,310
U43944_at,7,38
U44103_at,190,164
U44105_at,37,-9
U49441_at,783,710
U62432_at,-42,29
U66061_cds3_at,201,87
U66077_at,177,161
U76388_at,711,1155
U82279_at,12,-169
U82979_at,11,-165
U83117_at,-107,58
U84388_at,93,215
U92027_at,365,150
X00088_at,-117,-57
X00948_at,56,55
X00949_at,-22,47
X01703_at,2620,4782
X02956_at,87,23
X02958_at,62,63
X06825_at,-108,-209
X16546_at,174,309
X17093_at,5956,1234
X54489_rna1_at,84,-53
X55989_rna1_at,279,26
X58399_at,343,-177
X58401_at,-1,-73
X60487_at,44,33
X69115_at,499,309
X69654_at,14339,5086
X72304_at,76,80
X72475_at,525,517
X78712_at,-122,-263
X87211_at,118,65
X90530_at,274,263
X98225_at,-174,-110
X98296_at,332,441
X99133_at,-685,-592
Y07566_at,146,119
Y13618_at,123,59
Z00010_at,-141,-159
Z30643_at,1619,1457
Z30644_at,1127,1378
Z46261_at,-308,-210
Z47556_rna2_at,-156,-156
Z49105_at,540,188
Z68274_at,35,-75
Z80779_at,-12,243
Z80781_at,65,59
Z80783_at,210,307
Z80787_at,204,471
Z83336_at,1522,1222
Z83735_at,-76,-45
D17427_at,348,125
D17547_at,210,62
D29992_at,167,0
D64053_at,-14,-20
D86096_cds6_at,161,69
J00277_at,-256,-48
J00314_at,1128,204
J03634_at,-41,70
L05144_at,248,198
L08904_at,241,598
L11931_at,-139,-148
L13943_at,6,24
L32961_at,70,75
L35594_at,108,-3
L36644_at,13,-36
L37112_at,1520,1329
M15395_at,172,1568
M16594_at,-195,-153
M16653_at,-363,-219
M17252_at,-513,-432
M24069_at,1123,1002
M25296_at,433,190
M25667_at,390,220
M28170_at,397,-39
M28439_at,130,118
M36634_at,136,43
M60614_at,-199,201
M62303_at,-1,-98
M64752_at,101,130
M95740_at,37,-73
M96956_at,29,-57
U01337_at,1385,1103
U01828_at,64,36
U03494_at,27,-43
U04241_at,3416,7600
U09587_at,1492,1817
U14187_at,759,599
U18934_at,-60,-15
U20499_at,1095,1296
U21689_at,-1660,-973
U35234_at,1260,74
U46744_at,-188,-128
U47677_at,523,327
U62434_at,-54,-5
U69611_at,25,56
X00038_at,-16,-89
X00540_at,97,0
X05345_at,119,-56
X06318_at,430,495
X07496_at,-121,-191
X07730_at,547,357
X12953_at,497,152
X14767_at,82,504
X16105_at,184,558
X51345_at,783,4514
X52889_at,1311,958
X53683_at,285,56
X78711_at,147,104
X80878_at,167,300
X81637_at,-5,21
X95876_at,914,375
X96754_at,-456,-168
X98253_at,1159,767
Y00477_at,859,755
Z11933_at,-286,-188
Z14978_at,806,470
Z68193_at,-8,6
Z86000_at,538,863
M27749_at,949,864
M27749_r_at,-442,-541
M33318_r_at,14,-132
M34516_at,6698,2897
M34516_r_at,4120,3348
U22028_at,-58,-278
U22028_r_at,324,113
U88898_at,72,26
U88898_r_at,1865,820
X97261_at,26,13
X97261_r_at,-201,-106
D32129_f_at,7118,14580
D38437_f_at,119,242
D38498_f_at,139,346
HG1515-HT1515_f_at,2829,4197
HG2139-HT2208_f_at,20,-57
HG2255-HT2344_f_at,55,27
HG2915-HT3059_f_at,7531,8445
HG2917-HT3061_f_at,7632,7445
HG3527-HT3721_f_at,1183,1434
HG3707-HT3922_f_at,-1315,-689
HG4027-HT4297_f_at,51,25
HG4236-HT4506_f_at,158,86
HG4490-HT4876_f_at,1045,390
HG458-HT458_f_at,-165,-125
HG67-HT67_f_at,-35,-45
J00117_f_at,-1589,-772
J00148_cds2_f_at,-93,-154
J00209_f_at,-48,-32
J00212_f_at,395,272
J03071_cds3_f_at,267,176
K02405_f_at,2730,772
K03183_f_at,-213,-65
K03189_f_at,1296,723
K03192_f_at,29,-15
K03204_f_at,-536,-456
K03207_f_at,682,299
L00389_f_at,145,315
L02326_f_at,691,953
L05188_f_at,191,248
L18877_f_at,378,116
L18920_f_at,45,-14
L42583_f_at,537,438
L42601_f_at,432,518
L42611_f_at,1299,903
L76568_xpt3_f_at,989,258
M20030_f_at,-320,-115
M22612_f_at,-216,-374
M27318_f_at,115,0
M28585_f_at,-26,-39
M33317_f_at,215,97
M33600_f_at,13537,3319
M37755_f_at,905,701
M57423_f_at,172,40
M60750_f_at,1184,1887
M77481_rna1_f_at,17,-54
M90356_f_at,176,216
M92269_f_at,-226,-71
U03735_f_at,119,3
U10689_f_at,130,163
U10690_f_at,246,394
U22029_f_at,26,-83
U49974_f_at,63,153
U65918_f_at,60,18
V00532_rna1_f_at,-20,3
V00533_rna1_f_at,-30,-135
V00542_f_at,-91,-72
V00551_f_at,-43,-34
